Data,Brent USD/b,PLN/USD,Eurodiesel
2020-01-30,58.29,3.8856,3870.0
2020-01-29,59.81,3.8871,3870.0
2020-01-28,59.51,3.8844,3871.0
2020-01-24,60.69,3.8475,3903.0
2020-01-23,62.04,3.8308,3951.0
2020-01-22,63.21,3.8202,3969.0
2020-01-21,64.59,3.8284,3987.0
2020-01-17,64.85,3.8053,3989.0
2020-01-16,64.62,3.7968,4011.0
2020-01-15,64.0,3.7992,4039.0
2020-01-14,64.49,3.8019,4039.0
2020-01-13,64.2,3.8101,4110.0
2020-01-10,64.98,3.8272,4150.0
2020-01-09,65.37,3.8251,4167.0
2020-01-08,65.44,3.8123,4194.0
2020-01-03,68.6,3.8213,4169.0
2019-12-31,66.0,3.7977,4193.0
2019-12-24,67.2,3.8487,4178.0
2019-12-20,66.14,3.8311,4152.0
2019-12-19,66.54,3.8281,4133.0
2019-12-18,66.17,3.8302,4111.0
2019-12-17,66.1,3.8211,4083.0
2019-12-13,65.22,3.8234,4074.0
2019-12-12,64.2,3.8505,4077.0
2019-12-11,63.72,3.866,4095.0
2019-12-10,64.34,3.8711,4081.0
2019-12-06,64.39,3.85,4055.0
2019-12-05,63.39,3.8566,4039.0
2019-12-04,63.0,3.8647,4049.0
2019-12-03,60.82,3.8706,4064.0
2019-11-29,62.43,3.9288,4080.0
2019-11-28,63.87,3.9252,4075.0
2019-11-27,64.06,3.9154,4075.0
2019-11-26,64.27,3.9039,4054.0
2019-11-22,63.39,3.8853,4021.0
2019-11-21,63.97,3.8737,4029.0
2019-11-20,62.4,3.8792,4032.0
2019-11-19,60.91,3.8786,4044.0
2019-11-15,63.3,3.8848,4042.0
2019-11-14,62.28,3.9011,4019.0
2019-11-13,62.37,3.8902,4022.0
2019-11-08,62.51,3.8625,4007.0
2019-11-07,62.29,3.8502,4012.0
2019-11-06,61.74,3.8497,4010.0
2019-11-05,62.96,3.8308,3994.0
2019-10-31,60.23,3.8174,4005.0
2019-10-30,60.61,3.8388,4017.0
2019-10-29,61.59,3.8598,4018.0
2019-10-25,62.02,3.8452,4027.0
2019-10-24,61.67,3.8448,4001.0
2019-10-23,61.17,3.8473,3997.0
2019-10-22,59.7,3.8408,4000.0
2019-10-18,59.42,3.8503,4009.0
2019-10-17,59.91,3.8638,4021.0
2019-10-16,59.42,3.8934,4024.0
2019-10-15,58.74,3.8952,4026.0
2019-10-11,60.51,3.9145,4027.0
2019-10-10,59.1,3.9226,4046.0
2019-10-09,58.32,3.9382,4034.0
2019-10-08,58.24,3.9405,4043.0
2019-10-04,58.37,3.9469,4035.0
2019-10-03,57.71,3.9652,4047.0
2019-10-02,57.69,4.0152,4101.0
2019-10-01,58.89,4.0147,4106.0
2019-09-27,61.91,4.0154,4115.0
2019-09-26,62.74,4.0092,4112.0
2019-09-25,62.39,3.9856,4154.0
2019-09-24,63.1,3.9838,4175.0
2019-09-20,64.28,3.9319,4179.0
2019-09-19,64.4,3.9267,4155.0
2019-09-18,63.6,3.9322,4145.0
2019-09-17,64.55,3.9412,4128.0
2019-09-13,60.22,3.912,4072.0
2019-09-12,60.38,3.9362,4114.0
2019-09-11,60.81,3.9324,4106.0
2019-09-10,62.38,3.9273,4085.0
2019-09-06,61.54,3.9315,4073.0
2019-09-05,60.95,3.933,4066.0
2019-09-04,60.7,3.9414,4038.0
2019-08-30,60.43,3.9717,4037.0
2019-08-29,61.08,3.9586,4044.0
2019-08-28,60.49,3.9548,4016.0
2019-08-23,59.34,3.9371,4050.0
2019-08-22,59.92,3.9337,4038.0
2019-08-21,60.3,3.921,4031.0
2019-08-20,60.03,3.9408,4027.0
2019-08-14,59.48,3.889,3975.0
2019-08-13,61.3,3.8714,3960.0
2019-08-09,58.53,3.8613,3957.0
2019-08-08,57.38,3.8538,3989.0
2019-08-07,56.23,3.8597,4028.0
2019-08-06,58.94,3.8482,4049.0
2019-08-02,61.89,3.8829,4079.0
2019-08-01,60.5,3.886,4090.0
2019-07-31,65.17,3.8504,4056.0
2019-07-30,64.72,3.8493,4038.0
2019-07-26,63.46,3.8296,4032.0
2019-07-25,63.39,3.8199,4010.0
2019-07-24,63.18,3.8229,4002.0
2019-07-23,63.83,3.7997,3977.0
2019-07-19,62.47,3.7855,3985.0
2019-07-18,61.93,3.7933,4024.0
2019-07-17,63.66,3.8038,4039.0
2019-07-16,64.35,3.7867,4041.0
2019-07-12,66.72,3.7889,4009.0
2019-07-11,66.52,3.7859,3978.0
2019-07-10,67.01,3.8066,3960.0
2019-07-09,64.16,3.8074,3954.0
2019-07-05,64.23,3.7689,3944.0
2019-07-04,63.3,3.7618,3942.0
2019-07-03,63.82,3.7596,3953.0
2019-07-02,62.4,3.7593,3982.0
2019-06-28,66.55,3.7336,3979.0
2019-06-27,66.55,3.7426,3973.0
2019-06-26,66.49,3.754,3956.0
2019-06-25,65.05,3.7376,3938.0
2019-06-19,61.82,3.8104,3902.0
2019-06-18,62.14,3.8097,3895.0
2019-06-14,62.01,3.7727,3879.0
2019-06-13,61.31,3.7736,3864.0
2019-06-12,59.97,3.763,3888.0
2019-06-11,62.29,3.7722,3885.0
2019-06-07,63.29,3.7958,3854.0
2019-06-06,61.67,3.8065,3857.0
2019-06-05,60.63,3.7929,3909.0
2019-06-04,61.97,3.8041,3945.0
2019-05-31,64.49,3.8498,4058.0
2019-05-30,66.87,3.8548,4087.0
2019-05-29,69.45,3.8554,4091.0
2019-05-28,70.11,3.8386,4071.0
2019-05-24,68.69,3.8436,4110.0
2019-05-23,67.76,3.8696,4164.0
2019-05-22,70.99,3.862,4209.0
2019-05-21,72.18,3.8625,4221.0
2019-05-17,72.21,3.8545,4198.0
2019-05-16,72.62,3.8259,4179.0
2019-05-15,71.77,3.8457,4168.0
2019-05-14,71.24,3.8323,4166.0
2019-05-10,70.62,3.8242,4153.0
2019-05-09,70.39,3.841,4164.0
2019-05-08,70.37,3.8325,4186.0
2019-04-30,72.8,3.8291,4198.0
2019-04-26,72.15,3.8508,4210.0
2019-04-25,74.35,3.8537,4200.0
2019-04-24,74.57,3.8229,4183.0
2019-04-18,71.97,3.8002,4159.0
2019-04-17,71.62,3.7778,4143.0
2019-04-16,71.72,3.7802,4144.0
2019-04-12,71.55,3.7899,4139.0
2019-04-11,70.83,3.7964,4130.0
2019-04-10,71.73,3.8023,4113.0
2019-04-09,70.61,3.8003,4103.0
2019-04-05,70.34,3.8215,4080.0
2019-04-04,69.4,3.8215,4072.0
2019-04-03,69.31,3.8192,4094.0
2019-04-02,69.37,3.8403,4063.0
2019-03-29,68.39,3.8365,4039.0
2019-03-28,67.82,3.8202,4049.0
2019-03-27,67.83,3.8113,4037.0
2019-03-26,67.97,3.7969,4034.0
2019-03-22,67.03,3.7948,4030.0
2019-03-21,67.86,3.7581,4040.0
2019-03-20,68.5,3.7767,4010.0
2019-03-19,67.61,3.7823,4012.0
2019-03-15,67.16,3.8014,4025.0
2019-03-14,67.23,3.8018,4031.0
2019-03-13,67.55,3.8077,4038.0
2019-03-12,66.67,3.8116,4043.0
2019-03-08,65.74,3.8409,4053.0
2019-03-07,66.3,3.8038,4058.0
2019-03-06,65.99,3.8038,4048.0
2019-03-05,65.86,3.7977,4045.0
2019-03-01,65.07,3.792,4057.0
2019-02-28,66.03,3.7853,4046.0
2019-02-27,66.39,3.7886,4042.0
2019-02-26,65.21,3.8124,4063.0
2019-02-22,67.12,3.8242,4063.0
2019-02-21,67.07,3.8247,4057.0
2019-02-20,67.08,3.8221,4060.0
2019-02-19,66.45,3.8311,4057.0
2019-02-15,66.25,3.8326,4004.0
2019-02-14,64.57,3.8516,3987.0
2019-02-13,63.61,3.8261,3962.0
2019-02-12,62.42,3.838,3948.0
2019-02-08,62.1,3.804,3930.0
2019-02-07,61.63,3.7919,3919.0
2019-02-06,62.69,3.7706,3913.0
2019-02-05,61.98,3.7542,3913.0
2019-02-01,62.75,3.7243,3898.0
2019-01-31,61.89,3.7271,3884.0
2019-01-30,61.65,3.7577,3881.0
2019-01-29,61.32,3.7563,3884.0
2019-01-25,61.64,3.7893,3898.0
2019-01-24,61.09,3.7844,3906.0
2019-01-23,61.14,3.7747,3905.0
2019-01-22,61.5,3.7727,3901.0
2019-01-18,62.7,3.7694,3879.0
2019-01-17,61.18,3.7615,3878.0
2019-01-16,61.32,3.7619,3879.0
2019-01-15,60.64,3.7542,3878.0
2019-01-11,60.48,3.7289,3850.0
2019-01-10,61.68,3.736,3820.0
2019-01-09,61.44,3.7509,3790.0
2019-01-08,58.72,3.7559,3765.0
2019-01-04,57.06,3.772,3710.0
2019-01-03,55.95,3.7827,3701.0
2018-12-28,52.2,3.755,3694.0
2018-12-24,50.47,3.7588,3751.0
2018-12-21,53.82,3.7528,3795.0
2018-12-20,54.35,3.7331,3833.0
2018-12-19,57.24,3.7619,3851.0
2018-12-18,56.26,3.7668,3870.0
2018-12-14,60.28,3.8095,3889.0
2018-12-13,61.45,3.7739,3906.0
2018-12-12,60.15,3.7934,3905.0
2018-12-11,60.2,3.7763,3922.0
2018-12-07,61.67,3.7694,3917.0
2018-12-06,60.06,3.7844,3932.0
2018-12-05,61.56,3.7832,3884.0
2018-12-04,62.08,3.7516,3874.0
2018-11-30,58.71,3.7731,3895.0
2018-11-29,59.51,3.7728,3915.0
2018-11-28,58.76,3.8114,3944.0
2018-11-27,60.21,3.7948,3939.0
2018-11-23,58.8,3.7779,4006.0
2018-11-22,62.6,3.7764,4046.0
2018-11-21,63.48,3.7829,4078.0
2018-11-20,62.53,3.79,4107.0
2018-11-16,66.76,3.7876,4148.0
2018-11-15,66.62,3.8074,4175.0
2018-11-14,66.12,3.8114,4175.0
2018-11-09,70.18,3.7838,4194.0
2018-11-08,70.65,3.7599,4206.0
2018-11-07,72.07,3.7398,4227.0
2018-11-06,72.13,3.7802,4224.0
2018-11-02,72.83,3.7804,4289.0
2018-10-31,75.47,3.8203,4274.0
2018-10-30,75.91,3.8062,4273.0
2018-10-26,77.62,3.7899,4224.0
2018-10-25,76.89,3.7796,4221.0
2018-10-24,76.17,3.7698,4228.0
2018-10-23,76.44,3.7485,4238.0
2018-10-19,79.78,3.7601,4210.0
2018-10-18,79.29,3.7302,4208.0
2018-10-17,80.05,3.7123,4227.0
2018-10-16,81.41,3.7036,4242.0
2018-10-12,80.43,3.713,4313.0
2018-10-11,80.26,3.7399,4332.0
2018-10-10,83.09,3.7507,4337.0
2018-10-09,85.0,3.7629,4332.0
2018-10-05,84.16,3.7518,4319.0
2018-10-04,84.58,3.7512,4295.0
2018-10-03,86.29,3.7103,4239.0
2018-10-02,84.8,3.7326,4212.0
2018-09-28,82.72,3.6754,4162.0
2018-09-27,81.72,3.6557,4143.0
2018-09-26,81.34,3.643,4118.0
2018-09-25,81.87,3.6511,4097.0
2018-09-21,78.8,3.6402,4089.0
2018-09-20,78.7,3.6702,4089.0
2018-09-19,79.4,3.6685,4091.0
2018-09-18,79.03,3.6817,4087.0
2018-09-14,78.09,3.6817,4118.0
2018-09-13,78.18,3.713,4124.0
2018-09-12,79.74,3.7198,4106.0
2018-09-11,79.06,3.7087,4103.0
2018-09-07,76.83,3.6995,4122.0
2018-09-06,76.5,3.7143,4129.0
2018-09-05,77.27,3.733,4129.0
2018-09-04,78.17,3.7241,4109.0
2018-08-31,77.42,3.6808,4082.0
2018-08-30,77.77,3.6724,4073.0
2018-08-29,77.14,3.6747,4068.0
2018-08-24,75.82,3.7014,4034.0
2018-08-23,74.73,3.7069,4025.0
2018-08-22,74.78,3.7104,4015.0
2018-08-21,72.63,3.7375,4020.0
2018-08-17,71.83,3.7784,4026.0
2018-08-14,72.46,3.7768,4028.0
2018-08-10,72.81,3.7481,3985.0
2018-08-09,72.07,3.6846,3993.0
2018-08-08,72.28,3.6782,4006.0
2018-08-07,74.65,3.6722,3996.0
2018-08-03,73.21,3.6926,3977.0
2018-08-02,73.45,3.6783,3983.0
2018-08-01,72.39,3.6603,4017.0
2018-07-31,74.25,3.6481,4025.0
2018-07-27,74.29,3.6937,4015.0
2018-07-26,74.54,3.6649,4008.0
2018-07-25,73.93,3.6793,4000.0
2018-07-24,73.44,3.702,3986.0
2018-07-20,73.07,3.717,3950.0
2018-07-19,72.58,3.7163,3932.0
2018-07-18,72.9,3.7031,3948.0
2018-07-17,72.16,3.6619,3969.0
2018-07-13,75.33,3.7244,4016.0
2018-07-12,74.45,3.7055,4042.0
2018-07-11,73.4,3.7,4056.0
2018-07-10,78.86,3.6973,4053.0
2018-07-06,77.11,3.7222,4076.0
2018-07-05,77.39,3.7485,4075.0
2018-07-04,78.24,3.7759,4072.0
2018-07-03,77.76,3.7723,4077.0
2018-06-29,79.44,3.744,4042.0
2018-06-28,77.85,3.7705,4005.0
2018-06-27,77.62,3.7351,3977.0
2018-06-26,76.31,3.7151,3974.0
2018-06-22,75.55,3.6977,3991.0
2018-06-21,73.05,3.7607,4007.0
2018-06-20,74.74,3.7352,3993.0
2018-06-19,75.08,3.7316,3988.0
2018-06-15,73.44,3.6922,4000.0
2018-06-14,75.94,3.6155,4012.0
2018-06-13,76.74,3.6461,4005.0
2018-06-12,75.88,3.6271,4000.0
2018-06-08,76.46,3.6479,3983.0
2018-06-07,77.32,3.6062,3993.0
2018-06-06,75.36,3.647,4038.0
2018-06-05,75.38,3.6569,4069.0
2018-05-25,76.44,3.6686,4130.0
2018-05-24,78.79,3.659,4122.0
2018-05-23,79.8,3.6693,4114.0
2018-05-22,79.57,3.6252,4111.0
2018-05-18,78.51,3.6385,4082.0
2018-05-17,79.3,3.6283,4043.0
2018-05-16,79.28,3.6241,4025.0
2018-05-15,78.43,3.5931,4010.0
2018-05-11,77.12,3.5708,3982.0
2018-05-10,77.47,3.5773,3954.0
2018-05-09,77.21,3.609,3913.0
2018-04-27,74.64,3.5003,3853.0
2018-04-26,74.74,3.4827,3822.0
2018-04-25,74.0,3.4548,3801.0
2018-04-24,73.86,3.4401,3783.0
2018-04-20,74.06,3.3881,3745.0
2018-04-19,73.78,3.3693,3738.0
2018-04-18,73.48,3.3721,3739.0
2018-04-17,71.58,3.3572,3755.0
2018-04-13,72.58,3.3862,3764.0
2018-04-12,72.02,3.3924,3744.0
2018-04-11,72.06,3.3859,3711.0
2018-04-10,71.04,3.4068,3696.0
2018-04-06,67.11,3.4315,3700.0
2018-04-05,68.33,3.4301,3700.0
2018-04-04,68.02,3.4224,3702.0
2018-03-29,70.27,3.4201,3694.0
2018-03-28,69.53,3.3956,3696.0
2018-03-27,70.11,3.3921,3682.0
2018-03-23,70.45,3.4319,3667.0
2018-03-22,68.91,3.4264,3646.0
2018-03-21,69.47,3.4544,3613.0
2018-03-20,67.42,3.4296,3594.0
2018-03-16,66.21,3.4214,3566.0
2018-03-15,65.12,3.4117,3562.0
2018-03-14,64.89,3.4055,3562.0
2018-03-13,64.64,3.4143,3558.0
2018-03-09,65.49,3.4132,3541.0
2018-03-08,63.61,3.3935,3543.0
2018-03-07,64.34,3.3744,3550.0
2018-03-06,65.79,3.3936,3545.0
2018-03-02,64.37,3.42,3563.0
2018-03-01,63.83,3.4356,3586.0
2018-02-28,65.78,3.4188,3592.0
2018-02-27,66.63,3.3816,3590.0
2018-02-23,67.31,3.3911,3537.0
2018-02-22,66.39,3.4009,3523.0
2018-02-21,65.42,3.3697,3506.0
2018-02-20,65.25,3.3597,3482.0
2018-02-16,64.84,3.3173,3450.0
2018-02-15,64.33,3.3259,3457.0
2018-02-14,64.36,3.3769,3470.0
2018-02-13,62.72,3.3916,3499.0
2018-02-09,62.79,3.4263,3533.0
2018-02-08,64.81,3.4119,3553.0
2018-02-07,65.51,3.3677,3573.0
2018-02-06,66.86,3.3498,3587.0
2018-02-02,68.58,3.3329,3588.0
2018-02-01,69.65,3.3346,3585.0
2018-01-31,69.05,3.3318,3599.0
2018-01-30,69.02,3.3442,3610.0
2018-01-26,70.52,3.3299,3619.0
2018-01-25,70.42,3.3376,3617.0
2018-01-24,70.53,3.375,3617.0
2018-01-23,69.96,3.4084,3613.0
2018-01-19,68.61,3.3994,3624.0
2018-01-18,69.31,3.4108,3630.0
2018-01-17,69.38,3.4109,3637.0
2018-01-16,69.15,3.419,3656.0
2018-01-12,69.87,3.4366,3692.0
2018-01-11,69.26,3.495,3676.0
2018-01-10,69.2,3.4999,3658.0
2018-01-09,68.82,3.4992,3649.0
2018-01-05,67.62,3.4488,3663.0
2018-01-04,68.07,3.4472,3661.0
2018-01-03,67.84,3.4616,3656.0
2017-12-29,66.87,3.4813,3665.0
2017-12-28,66.72,3.5046,3650.0
2017-12-22,65.25,3.5393,3633.0
2017-12-21,64.9,3.5369,3631.0
2017-12-20,64.56,3.5459,3628.0
2017-12-19,63.8,3.5583,3632.0
2017-12-15,63.23,3.5786,3629.0
2017-12-14,63.31,3.5716,3633.0
2017-12-13,62.44,3.588,3636.0
2017-12-12,63.34,3.5708,3603.0
2017-12-08,63.4,3.5808,3572.0
2017-12-07,62.2,3.5722,3575.0
2017-12-06,61.22,3.5653,3593.0
2017-12-05,62.86,3.5454,3598.0
2017-12-01,63.73,3.5352,3603.0
2017-11-30,63.57,3.5543,3607.0
2017-11-29,63.11,3.5385,3612.0
2017-11-28,63.61,3.5382,3613.0
2017-11-24,63.86,3.5486,3627.0
2017-11-23,63.55,3.5557,3631.0
2017-11-22,63.32,3.5881,3629.0
2017-11-21,62.57,3.606,3626.0
2017-11-17,62.72,3.5965,3624.0
2017-11-16,61.36,3.5958,3633.0
2017-11-15,61.87,3.5886,3650.0
2017-11-14,62.21,3.6126,3672.0
2017-11-10,63.52,3.6274,3661.0
2017-11-09,63.93,3.6466,3656.0
2017-11-08,63.49,3.6595,3642.0
2017-11-07,63.69,3.6652,3617.0
2017-11-03,62.07,3.6408,3604.0
2017-10-31,61.37,3.6529,3593.0
2017-10-27,60.44,3.6568,3541.0
2017-10-26,59.3,3.5939,3535.0
2017-10-25,58.44,3.6006,3527.0
2017-10-20,57.75,3.5966,3535.0
2017-10-19,57.23,3.5896,3544.0
2017-10-18,58.15,3.6006,3551.0
2017-10-17,57.88,3.5964,3536.0
2017-10-13,57.17,3.601,3518.0
2017-10-12,56.25,3.6,3524.0
2017-10-11,56.94,3.6219,3535.0
2017-10-10,56.61,3.6468,3538.0
2017-10-06,55.62,3.6799,3557.0
2017-10-05,57.0,3.6502,3547.0
2017-10-04,55.8,3.6597,3566.0
2017-10-03,56.0,3.6737,3588.0
2017-09-29,57.54,3.6519,3597.0
2017-09-28,57.41,3.6682,3583.0
2017-09-27,57.9,3.665,3559.0
2017-09-26,58.44,3.6234,3553.0
2017-09-22,56.86,3.5651,3527.0
2017-09-21,56.43,3.5975,3515.0
2017-09-20,56.29,3.5619,3508.0
2017-09-19,55.14,3.5821,3509.0
2017-09-15,55.62,3.5863,3493.0
2017-09-14,55.47,3.5984,3480.0
2017-09-13,55.16,3.5627,3468.0
2017-09-12,54.27,3.5552,3479.0
2017-09-08,53.78,3.5239,3491.0
2017-09-07,54.49,3.5511,3477.0
2017-09-06,54.2,3.5538,3469.0
2017-09-05,53.38,3.5642,3453.0
2017-09-01,52.75,3.5693,3411.0
2017-08-31,52.38,3.5822,3395.0
2017-08-30,50.86,3.5678,3385.0
2017-08-25,52.41,3.6112,3393.0
2017-08-24,52.04,3.6329,3381.0
2017-08-23,52.57,3.6274,3375.0
2017-08-22,51.87,3.6334,3367.0
2017-08-18,52.72,3.6459,3360.0
2017-08-17,51.03,3.6258,3380.0
2017-08-11,52.1,3.6449,3405.0
2017-08-10,51.9,3.6432,3391.0
2017-08-09,52.7,3.6342,3389.0
2017-08-08,52.14,3.6027,3389.0
2017-08-04,52.42,3.5702,3400.0
2017-08-03,52.01,3.5918,3398.0
2017-08-02,52.36,3.5863,3398.0
2017-08-01,51.78,3.5991,3402.0
2017-07-28,52.52,3.6406,3367.0
2017-07-27,51.49,3.6366,3343.0
2017-07-26,50.97,3.6661,3359.0
2017-07-25,50.2,3.6519,3360.0
2017-07-21,48.06,3.632,3377.0
2017-07-20,49.3,3.6604,3367.0
2017-07-19,49.7,3.6486,3367.0
2017-07-18,48.84,3.6469,3369.0
2017-07-14,48.91,3.6986,3355.0
2017-07-13,48.42,3.7133,3346.0
2017-07-12,47.74,3.7034,3344.0
2017-07-11,47.52,3.7235,3346.0
2017-07-07,46.71,3.7068,3386.0
2017-07-06,48.11,3.7351,3379.0
2017-07-05,47.79,3.7471,3379.0
2017-07-04,49.61,3.7372,3346.0
2017-06-30,47.92,3.7062,3329.0
2017-06-29,47.42,3.7122,3288.0
2017-06-28,47.31,3.7249,3285.0
2017-06-27,46.65,3.7442,3261.0
2017-06-23,45.54,3.7824,3273.0
2017-06-22,45.22,3.8002,3264.0
2017-06-21,44.82,3.809,3249.0
2017-06-20,46.02,3.7862,3249.0
2017-06-14,47.0,3.7497,3247.0
2017-06-13,48.72,3.7379,3250.0
2017-06-09,48.15,3.7465,3240.0
2017-06-08,47.86,3.74,3243.0
2017-06-07,48.06,3.7241,3260.0
2017-06-06,50.12,3.725,3281.0
2017-06-02,49.95,3.7323,3322.0
2017-06-01,50.63,3.7262,3334.0
2017-05-31,50.31,3.7354,3359.0
2017-05-26,52.15,3.7248,3401.0
2017-05-25,51.46,3.7177,3412.0
2017-05-24,53.96,3.7535,3405.0
2017-05-23,54.15,3.7354,3410.0
2017-05-19,53.61,3.7735,3391.0
2017-05-18,52.51,3.7926,3387.0
2017-05-17,52.21,3.7808,3385.0
2017-05-16,51.65,3.7932,3392.0
2017-05-12,50.84,3.8837,3364.0
2017-05-11,50.77,3.8744,3339.0
2017-05-10,50.22,3.8777,3326.0
2017-05-09,48.73,3.8741,3319.0
2017-05-05,49.1,3.849,3347.0
2017-04-28,51.73,3.8696,3421.0
2017-04-27,51.44,3.8776,3433.0
2017-04-26,51.82,3.8757,3474.0
2017-04-25,52.1,3.8873,3496.0
2017-04-21,51.96,3.9841,3547.0
2017-04-20,52.99,3.9588,3562.0
2017-04-19,52.93,3.9571,3572.0
2017-04-13,55.89,3.9886,3591.0
2017-04-12,55.86,4.0026,3579.0
2017-04-11,56.23,4.0009,3562.0
2017-04-07,55.24,3.9755,3527.0
2017-04-06,54.89,3.9792,3511.0
2017-04-05,54.36,3.9783,3495.0
2017-04-04,54.17,3.989,3465.0
2017-03-31,52.83,3.9455,3445.0
2017-03-30,52.96,3.9402,3420.0
2017-03-29,52.42,3.9265,3411.0
2017-03-28,51.33,3.9169,3406.0
2017-03-24,50.8,3.9481,3417.0
2017-03-23,50.56,3.9687,3427.0
2017-03-22,50.64,3.9731,3437.0
2017-03-21,50.96,3.9502,3447.0
2017-03-17,51.76,3.9917,3455.0
2017-03-16,51.74,4.03,3464.0
2017-03-15,51.81,4.0646,3467.0
2017-03-14,50.92,4.0697,3487.0
2017-03-10,51.37,4.0761,3557.0
2017-03-09,52.19,4.0864,3585.0
2017-03-08,53.11,4.0818,3591.0
2017-03-07,55.92,4.0803,3589.0
2017-03-03,55.9,4.0955,3602.0
2017-03-02,55.08,4.0765,3610.0
2017-03-01,56.36,4.0756,3604.0
2017-02-28,55.59,4.077,3613.0
2017-02-24,55.99,4.0681,3617.0
2017-02-23,56.58,4.084,3606.0
2017-02-22,55.84,4.0899,3612.0
2017-02-21,56.66,4.0942,3599.0
2017-02-17,55.81,4.0693,3597.0
2017-02-16,55.65,4.0567,3601.0
2017-02-15,55.75,4.0752,3596.0
2017-02-14,55.97,4.0525,3593.0
2017-02-13,55.59,4.0496,3599.0
2017-02-10,56.7,4.0435,3586.0
2017-02-09,55.63,4.0332,3585.0
2017-02-08,55.12,4.0521,3584.0
2017-02-07,55.05,4.028,3590.0
2017-02-03,56.81,4.0014,3593.0
2017-02-02,56.56,3.9835,3599.0
2017-02-01,56.8,4.0071,3597.0
2017-01-31,55.7,4.0446,3600.0
2017-01-27,55.52,4.0595,3611.0
2017-01-26,56.24,4.059,3604.0
2017-01-25,55.08,4.0585,3604.0
2017-01-24,55.44,4.0708,3588.0
2017-01-20,55.49,4.1005,3594.0
2017-01-19,54.16,4.1014,3604.0
2017-01-18,53.92,4.087,3613.0
2017-01-17,55.47,4.0989,3615.0
2017-01-13,55.45,4.1084,3627.0
2017-01-12,56.01,4.1103,3629.0
2017-01-11,55.1,4.1465,3636.0
2017-01-10,53.64,4.127,3660.0
2017-01-05,56.89,4.1667,3699.0
2017-01-04,56.46,4.2037,3709.0
2016-12-30,56.82,4.1793,3719.0
2016-12-29,56.14,4.2161,3704.0
2016-12-23,55.16,4.2199,3698.0
2016-12-22,55.05,4.2222,3703.0
2016-12-21,54.46,4.2484,3707.0
2016-12-20,55.35,4.2493,3685.0
2016-12-16,55.21,4.2296,3672.0
2016-12-15,54.02,4.2329,3676.0
2016-12-14,53.9,4.1768,3678.0
2016-12-13,55.72,4.1905,3640.0
2016-12-09,54.33,4.1772,3599.0
2016-12-08,53.89,4.1107,3627.0
2016-12-07,53.0,4.1268,3643.0
2016-12-06,53.93,4.1825,3651.0
2016-12-02,54.46,4.215,3546.0
2016-12-01,53.94,4.1987,3503.0
2016-11-30,50.47,4.1721,3487.0
2016-11-29,46.38,4.1827,3506.0
2016-11-25,47.24,4.1628,3522.0
2016-11-24,49.0,4.188,3513.0
2016-11-23,48.95,4.1588,3508.0
2016-11-22,49.12,4.1507,3483.0
2016-11-18,46.86,4.1968,3417.0
2016-11-17,46.49,4.1375,3383.0
2016-11-16,46.63,4.138,3364.0
2016-11-15,46.95,4.0837,3342.0
2016-11-10,45.84,3.9856,3336.0
2016-11-09,46.36,3.9305,3333.0
2016-11-08,46.04,3.9169,3331.0
2016-11-04,45.58,3.8862,3354.0
2016-11-03,46.35,3.8965,3395.0
2016-10-28,49.71,3.9696,3510.0
2016-10-27,50.47,3.976,3501.0
2016-10-26,49.98,3.9517,3509.0
2016-10-25,50.79,3.9543,3517.0
2016-10-21,51.78,3.98,3522.0
2016-10-20,51.38,3.9359,3538.0
2016-10-19,52.67,3.9285,3493.0
2016-10-18,51.68,3.9148,3497.0
2016-10-14,51.95,3.8965,3508.0
2016-10-13,52.03,3.9164,3487.0
2016-10-12,51.81,3.8851,3486.0
2016-10-11,52.41,3.8487,3487.0
2016-10-07,51.93,3.8505,3480.0
2016-10-06,52.51,3.8405,3458.0
2016-10-05,51.86,3.8307,3439.0
2016-10-04,50.87,3.8472,3403.0
2016-09-30,49.06,3.8558,3392.0
2016-09-29,49.24,3.8354,3331.0
2016-09-28,48.69,3.8264,3344.0
2016-09-27,45.97,3.8227,3358.0
2016-09-23,45.89,3.8328,3356.0
2016-09-22,47.65,3.8128,3368.0
2016-09-21,46.83,3.8601,3355.0
2016-09-20,45.88,3.8438,3366.0
2016-09-16,45.77,3.8497,3360.0
2016-09-15,46.59,3.8587,3370.0
2016-09-14,45.85,3.8716,3381.0
2016-09-13,47.1,3.8734,3386.0
2016-09-09,48.01,3.8385,3394.0
2016-09-08,49.99,3.8255,3366.0
2016-09-07,47.98,3.8515,3369.0
2016-09-06,47.26,3.8869,3377.0
2016-09-02,46.83,3.9164,3369.0
2016-09-01,45.45,3.9116,3382.0
2016-08-31,47.04,3.9082,3371.0
2016-08-26,49.92,3.8328,3346.0
2016-08-25,49.67,3.819,3338.0
2016-08-24,49.05,3.8174,3342.0
2016-08-23,49.96,3.8061,3338.0
2016-08-19,50.88,3.7905,3315.0
2016-08-18,50.89,3.7826,3292.0
2016-08-17,49.85,3.8075,3280.0
2016-08-12,46.97,3.8219,3202.0
2016-08-11,46.04,3.8297,3191.0
2016-08-10,44.05,3.825,3181.0
2016-08-09,44.98,3.8482,3162.0
2016-08-05,44.27,3.8542,3121.0
2016-08-04,44.29,3.8588,3113.0
2016-08-03,43.1,3.8516,3125.0
2016-08-02,41.8,3.882,3144.0
2016-07-29,42.46,3.9364,3196.0
